LEVEL	WORD	POS	SEMANTIC_GROUP	RUSSIAN_TRANSLATION	DEFINITION	EXAMPLE_SENTENCE
C2	querulous	adjective	character	ворчливый	Complaining in a petulant or whining manner.	The querulous customer complained about every aspect of the service.
C2	insouciant	adjective	character	беззаботный/безразличный	Casually calm and relaxed; showing no anxiety.	She was insouciant about the criticism and continued her work undisturbed.
C2	diffident	adjective	character	робкий/неуверенный	Modest and shy due to lack of self-confidence.	He was diffident about sharing his ideas in large meetings.
C2	indefatigable	adjective	character	неутомимый	Persisting tirelessly despite difficulties.	She was an indefatigable campaigner who fought for justice her whole life.
C2	verisimilitude	noun	art_literature	правдоподобие	The appearance of being true or real in fiction or art.	The historical novel achieved remarkable verisimilitude in its descriptions.
C2	denouement	noun	art_literature	развязка	The final part of a story where all conflicts are resolved.	The film's denouement was surprising but felt satisfying.
C2	soliloquy	noun	art_literature	монолог (театральный)	A speech made by a character alone on stage.	Hamlet's famous soliloquy raises questions about life and death.
C2	polemic	noun	art_literature	полемика	A strong verbal or written attack on a particular opinion.	The article was a fierce polemic against the government's education cuts.
C2	allegory	noun	art_literature	аллегория	A story or poem where characters represent abstract ideas or moral qualities.	The novel is an allegory about the corrupting nature of power.
C2	elegy	noun	art_literature	элегия	A poem or song written to mourn someone's death.	He wrote a moving elegy for his father who had died the previous year.
C2	hyperbole	noun	art_literature	гипербола	Exaggerated language used for emphasis, not meant literally.	Saying she waited for an eternity is an obvious hyperbole.
C2	aesthetic	adjective	art_literature	эстетический	Concerned with beauty or the appreciation of beauty.	The designer made aesthetic choices that gave the building a timeless quality.
C2	poignant	adjective	art_literature	трогательный	Evoking strong feelings of sadness or deep emotion.	The final scene of the film was poignant and left many viewers in tears.
C2	evocative	adjective	art_literature	выразительный	Bringing strong memories, feelings, or images to mind.	Her writing is richly evocative of the landscapes of her childhood.
C2	inexorable	adjective	force_change	неумолимый	Impossible to stop or prevent; continuing without pity.	The inexorable march of technology is changing every industry.
C2	insidious	adjective	force_change	коварный	Proceeding in a subtle and harmful way.	The disease progresses in an insidious way, often going unnoticed for years.
C2	pernicious	adjective	force_change	пагубный	Having a very harmful or damaging effect.	The pernicious effects of poverty are felt across generations.
C2	virulent	adjective	force_change	злобный/опасный	Extremely severe or harmful; strongly hostile.	The virulent virus spread through the population with alarming speed.
C2	inveterate	adjective	force_change	закоренелый	Having a habit that is deeply established and unlikely to change.	He was an inveterate gambler who lost everything he owned.
C2	indelible	adjective	force_change	неизгладимый	Making marks that cannot be removed; impossible to forget.	The experience left an indelible mark on her understanding of human nature.
C2	pervasive	adjective	force_change	повсеместный	Spreading widely throughout a society or environment.	A pervasive sense of anxiety gripped the population during the crisis.
C2	fervent	adjective	force_change	пылкий	Having or showing strong, passionate feelings.	She was a fervent believer in the power of education to change lives.
C2	relentless	adjective	force_change	безжалостный/неослабевающий	Continuing in an intense or harsh way without stopping.	The relentless rain flooded fields across the entire region.
C2	nascent	adjective	force_change	зарождающийся	Just beginning to develop; not yet fully formed.	The nascent democracy faced enormous challenges in its early years.
C2	burgeon	verb	growth	стремительно расти	To grow or develop rapidly.	The city's tech industry began to burgeon after the new investment fund was launched.
C2	proliferate	verb	growth	распространяться	To increase rapidly in number.	Fake news stories continue to proliferate on social media platforms.
C2	disseminate	verb	growth	распространять	To spread information widely among many people.	The study's findings were disseminated through academic journals worldwide.
C2	permeate	verb	growth	пронизывать	To spread throughout every part of something.	A smell of baking bread permeated the entire building.
C2	coalesce	verb	growth	объединяться	To come together to form one group or whole.	Several small opposition groups coalesced to form a powerful political force.
C2	culminate	verb	growth	достигать кульминации	To reach the highest point or final stage.	Years of hard work culminated in her winning the Nobel Prize.
C2	wane	verb	growth	убывать/ослабевать	To decrease gradually in strength, size, or importance.	Public interest in the story began to wane after several weeks.
C2	dwindle	verb	growth	уменьшаться	To gradually become smaller or less important.	The population of the village dwindled as young people moved to the cities.
C2	engender	verb	growth	порождать	To cause a feeling or situation to arise.	The new policy engendered widespread mistrust among community members.
C2	galvanise	verb	growth	гальванизировать/воодушевлять	To shock or excite someone into taking action.	The tragedy galvanised the community into demanding better safety measures.
